# Program:featureCounts v1.6.1; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "ID" "-O" "-s" "1" "-a" "Arabidopsis_thaliana.TAIR10.40.gff3" "-o" "results/KO2_feature.out" "results/KO2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/KO2_Aligned.sortedByCoord.out.bam
gene:AT4G03390	4	1490426	1495214	-	4789	896
gene:AT4G03400	4	1497536	1501599	-	4064	56
gene:AT4G03410	4	1501168	1503699	+	2532	66
gene:AT4G03415	4	1503492	1506535	-	3044	681
gene:AT4G03420	4	1511597	1514072	+	2476	711
gene:AT4G03430	4	1516030	1520563	-	4534	788
gene:AT4G03440	4	1523947	1527628	-	3682	51
gene:AT4G03443	4	1527716	1528057	+	342	3
gene:AT4G03450	4	1529372	1531819	-	2448	0
gene:AT4G03460	4	1537118	1540713	-	3596	6
gene:AT4G03470	4	1542018	1544457	-	2440	2
gene:AT4G03480	4	1545470	1548871	-	3402	4
gene:AT4G03490	4	1549176	1554159	-	4984	33
gene:AT4G03495	4	1549515	1550451	+	937	0
gene:AT4G03500	4	1553092	1556704	+	3613	31
gene:AT4G03505	4	1556888	1557319	-	432	2
gene:AT4G03510	4	1557120	1559437	-	2318	149
gene:AT4G03520	4	1562203	1564204	-	2002	685
gene:AT4G03540	4	1569937	1571737	+	1801	34
gene:AT4G03550	4	1573266	1579820	+	6555	695
gene:AT4G03560	4	1579929	1585980	+	6052	490
gene:AT4G03565	4	1586747	1587734	+	988	1
gene:AT4G03566	4	1588564	1589230	-	667	0
gene:AT4G03570	4	1590413	1594105	-	3693	0
gene:AT4G03580	4	1596985	1599091	+	2107	0
gene:AT4G03590	4	1600780	1602950	-	2171	0
gene:AT4G03600	4	1603638	1604628	-	991	2
gene:AT4G03610	4	1604886	1607496	+	2611	120
gene:AT4G03620	4	1606702	1608665	-	1964	44
gene:AT4G03625	4	1608516	1608710	+	195	0
gene:AT4G03630	4	1608750	1610037	+	1288	0
gene:AT4G03635	4	1611651	1613117	+	1467	39
gene:AT4G03645	4	1648416	1648994	+	579	0
gene:AT4G03728	4	1652242	1652976	-	735	0
gene:AT4G03740	4	1661992	1663515	-	1524	0
gene:AT4G03820	4	1771833	1774532	-	2700	80
gene:AT4G03830	4	1790440	1792458	+	2019	0
gene:AT4G03930	4	1870422	1872387	+	1966	2
gene:AT4G03940	4	1873624	1875660	+	2037	20
gene:AT4G03945	4	1877872	1878545	+	674	0
gene:AT4G03950	4	1879518	1881111	+	1594	0
gene:AT4G03960	4	1887462	1889255	+	1794	31
gene:AT4G03965	4	1889360	1890412	+	1053	0
gene:AT4G04020	4	1931883	1933950	+	2068	117
gene:AT4G04025	4	1934009	1934635	-	627	0
gene:AT4G04030	4	1936653	1937972	-	1320	0
gene:AT4G04040	4	1939113	1943024	+	3912	240
gene:AT4G04078	4	1961640	1961747	-	108	0
gene:AT4G04080	4	1963291	1964471	+	1181	0
gene:AT4G04090	4	1964980	1965650	+	671	0
gene:AT4G04110	4	1972591	1974014	+	1424	0
gene:AT4G04180	4	2020420	2023992	+	3573	80
gene:AT4G04190	4	2024445	2026517	+	2073	22
gene:AT4G04200	4	2027165	2029013	+	1849	60
gene:AT4G04210	4	2029855	2031942	+	2088	221
gene:AT4G04220	4	2033168	2035946	+	2779	47
gene:AT4G04260	4	2054037	2055849	+	1813	1
gene:AT4G04265	4	2057570	2058299	-	730	0
gene:AT4G04320	4	2113341	2116693	+	3353	297
gene:AT4G04330	4	2116553	2118617	-	2065	16
gene:AT4G04340	4	2122507	2126910	+	4404	469
gene:AT4G04350	4	2128090	2133150	+	5061	124
gene:AT4G04360	4	2133139	2133935	-	797	8
gene:AT4G04370	4	2134060	2136321	-	2262	47
gene:AT4G04402	4	2164007	2165404	+	1398	0
gene:AT4G04404	4	2166973	2167980	+	1008	0
gene:AT4G04415	4	2194160	2195495	+	1336	0
gene:AT4G04423	4	2203424	2204362	+	939	0
gene:AT4G04450	4	2218042	2221260	+	3219	16
gene:AT4G04460	4	2224422	2227874	+	3453	86
gene:AT4G04470	4	2227661	2230485	-	2825	145
gene:AT4G04480	4	2229649	2230851	+	1203	0
gene:AT4G04490	4	2231717	2234689	-	2973	15
gene:AT4G04500	4	2238370	2240921	+	2552	0
gene:AT4G04510	4	2242072	2244930	+	2859	0
gene:AT4G04540	4	2259498	2262320	+	2823	4
gene:AT4G04555	4	2265647	2266799	-	1153	0
gene:AT4G04570	4	2288616	2292965	+	4350	25
gene:AT4G04580	4	2293704	2294906	-	1203	0
gene:AT4G04601	4	2309413	2309571	-	159	0
gene:AT4G04605	4	2316471	2318152	-	1682	0
gene:AT4G04610	4	2324878	2327064	+	2187	495
gene:AT4G04614	4	2327044	2328264	-	1221	61
gene:AT4G04620	4	2328442	2330590	-	2149	275
gene:AT4G04630	4	2331677	2332814	-	1138	20
gene:AT4G04632	4	2339586	2340049	-	464	0
gene:AT4G04640	4	2350498	2352025	-	1528	805
gene:AT4G04650	4	2353989	2355213	-	1225	0
gene:AT4G04670	4	2367434	2372220	+	4787	76
gene:AT4G04680	4	2372266	2373406	+	1141	0
gene:AT4G04690	4	2373999	2375135	-	1137	0
gene:AT4G04695	4	2381348	2384121	-	2774	31
gene:AT4G04700	4	2385038	2388105	-	3068	34
gene:AT4G04710	4	2390307	2392989	-	2683	3
gene:AT4G04720	4	2393653	2397804	-	4152	356
gene:AT4G04730	4	2401927	2402349	-	423	0
gene:AT4G04740	4	2402897	2408737	-	5841	159
gene:AT4G04745	4	2412618	2413447	-	830	6
gene:AT4G04750	4	2417800	2422822	+	5023	17
gene:AT4G04760	4	2424030	2427769	+	3740	1
gene:AT4G04770	4	2427686	2429899	-	2214	326
gene:AT4G04775	4	2431120	2431672	+	553	0
gene:AT4G04780	4	2432252	2433635	+	1384	50
gene:AT4G04790	4	2434869	2439403	-	4535	14
gene:AT4G04800	4	2439520	2441205	+	1686	158
gene:AT4G04810	4	2441241	2442785	+	1545	10
gene:AT4G04830	4	2445775	2447086	+	1312	160
gene:AT4G04840	4	2449434	2451651	+	2218	3
gene:AT4G04850	4	2452664	2457767	+	5104	252
gene:AT4G04860	4	2459853	2461739	+	1887	160
gene:AT4G04870	4	2461674	2464150	-	2477	52
gene:AT4G04880	4	2464840	2467259	-	2420	73
gene:AT4G04885	4	2471866	2476025	+	4160	173
gene:AT4G04890	4	2476390	2482447	-	6058	25
gene:AT4G04900	4	2485994	2488611	-	2618	0
gene:AT4G04910	4	2489364	2495863	-	6500	375
gene:AT4G04920	4	2497598	2505554	+	7957	892
gene:AT4G04925	4	2505979	2506786	+	808	37
gene:AT4G04930	4	2509053	2511145	+	2093	5
gene:AT4G04940	4	2511028	2517217	-	6190	120
gene:AT4G04950	4	2517596	2520062	-	2467	234
gene:AT4G04955	4	2522034	2525352	-	3319	153
gene:AT4G04957	4	2526806	2527362	-	557	0
gene:AT4G04960	4	2532906	2535386	+	2481	136
gene:AT4G04970	4	2536925	2543273	+	6349	285
gene:AT4G04972	4	2543422	2544249	+	828	1
gene:AT4G04980	4	2543692	2548130	-	4439	1
gene:AT4G04985	4	2548995	2549471	-	477	0
gene:AT4G04990	4	2554997	2557258	+	2262	0
gene:AT4G05000	4	2563040	2564835	+	1796	109
gene:AT4G05010	4	2567183	2568437	+	1255	44
gene:AT4G05018	4	2571040	2572208	+	1169	0
gene:AT4G05020	4	2572427	2576599	+	4173	85
gene:AT4G05030	4	2576677	2577974	-	1298	0
gene:AT4G05040	4	2578594	2582290	+	3697	134
gene:AT4G05050	4	2588004	2589437	-	1434	3143
gene:AT4G05060	4	2590065	2592541	-	2477	160
gene:AT4G05070	4	2593595	2594125	-	531	113
gene:AT4G05071	4	2594154	2594297	-	144	0
gene:AT4G05080	4	2603001	2604176	+	1176	0
gene:AT4G05090	4	2609066	2611762	+	2697	57
gene:AT4G05091	4	2611781	2612195	+	415	0
gene:AT4G05095	4	2613798	2614214	-	417	0
gene:AT4G05097	4	2614015	2614563	+	549	0
gene:AT4G05100	4	2618372	2619947	+	1576	17
gene:AT4G05110	4	2624867	2629058	-	4192	1
gene:AT4G05120	4	2632524	2635143	-	2620	28
gene:AT4G05130	4	2636547	2639279	-	2733	0
gene:AT4G05140	4	2651015	2653208	-	2194	0
gene:AT4G05150	4	2660156	2662908	+	2753	496
gene:AT4G05160	4	2664314	2666973	+	2660	329
gene:AT4G05170	4	2667798	2669441	-	1644	1
gene:AT4G05180	4	2671523	2673243	-	1721	618
gene:AT4G05190	4	2675064	2680214	+	5151	183
gene:AT4G05200	4	2679723	2682384	-	2662	6
gene:AT4G05210	4	2682613	2685896	+	3284	14
gene:AT4G05220	4	2684997	2685793	-	797	6
gene:AT4G05230	4	2687003	2687623	+	621	0
gene:AT4G05240	4	2688200	2689018	+	819	0
gene:AT4G05250	4	2691460	2692416	+	957	0
gene:AT4G05260	4	2693680	2694459	+	780	0
gene:AT4G05270	4	2694939	2695328	+	390	0
gene:AT4G05310	4	2714765	2716012	+	1248	0
gene:AT4G05320	4	2717977	2720308	+	2332	15101
gene:AT4G05330	4	2720493	2723214	-	2722	26
gene:AT4G05340	4	2725690	2726065	+	376	0
gene:AT4G05350	4	2726910	2727530	-	621	0
gene:AT4G05360	4	2728204	2732337	+	4134	1
gene:AT4G05380	4	2736109	2738255	+	2147	16
gene:AT4G05390	4	2738531	2740927	-	2397	454
gene:AT4G05400	4	2741124	2742949	+	1826	147
gene:AT4G05410	4	2742932	2745635	-	2704	148
gene:AT4G05420	4	2746114	2753014	+	6901	543
gene:AT4G05430	4	2753124	2754586	+	1463	29
gene:AT4G05440	4	2757163	2758585	+	1423	70
gene:AT4G05450	4	2758643	2760912	+	2270	40
gene:AT4G05460	4	2760502	2762445	-	1944	84
gene:AT4G05470	4	2763211	2765351	-	2141	0
gene:AT4G05475	4	2765962	2767957	-	1996	0
gene:AT4G05490	4	2771044	2772252	-	1209	0
gene:AT4G05497	4	2777723	2778839	-	1117	0
gene:AT4G05520	4	2804403	2808015	+	3613	160
gene:AT4G05523	4	2808054	2809025	-	972	0
gene:AT4G05530	4	2816317	2818518	+	2202	477
gene:AT4G05540	4	2818521	2821065	-	2545	0
gene:AT4G05553	4	2826047	2826659	+	613	0
gene:AT4G05555	4	2845303	2848125	-	2823	0
gene:AT4G05590	4	2907012	2908631	+	1620	23
gene:AT4G05612	4	2959094	2963744	+	4651	0
gene:AT4G05620	4	2985051	2985449	-	399	0
gene:AT4G05630	4	2988448	2988822	-	375	0
gene:AT4G05631	4	2990006	2992618	-	2613	63
gene:AT4G05632	4	3001664	3002411	+	748	0
gene:AT4G06479	4	3067503	3068769	+	1267	0
gene:AT4G06490	4	3116894	3117334	+	441	0
gene:AT4G06526	4	3318302	3320945	-	2644	0
gene:AT4G06534	4	3356535	3358162	+	1628	3
gene:AT4G06536	4	3360719	3361516	+	798	2
gene:AT4G06639	4	3523431	3523937	-	507	0
gene:AT4G06583	4	3576112	3576681	+	570	0
gene:AT4G06598	4	3663328	3664857	+	1530	29
gene:AT4G06599	4	3665925	3667547	-	1623	144
gene:AT4G06643	4	3758957	3759880	+	924	0
gene:AT4G06634	4	3764241	3766671	-	2431	148
gene:AT4G06655	4	3880990	3881431	-	442	0
gene:AT4G06676	4	3898811	3901990	+	3180	85
gene:AT4G06688	4	3920693	3924437	+	3745	0
gene:AT4G06744	4	4070549	4072470	-	1922	907
gene:AT4G06746	4	4073717	4074735	-	1019	24
gene:AT4G07325	4	4164954	4165570	-	617	0
gene:AT4G07350	4	4172609	4175227	-	2619	0
gene:AT4G07380	4	4192429	4193016	-	588	0
gene:AT4G07390	4	4195564	4197571	+	2008	249
gene:AT4G07400	4	4197666	4199511	-	1846	13
gene:AT4G07410	4	4200506	4205356	-	4851	540
gene:AT4G07408	4	4200595	4201226	+	632	0
gene:AT4G07445	4	4265751	4266300	+	550	0
gene:AT4G07455	4	4311373	4311961	+	589	10
gene:AT4G07515	4	4314957	4315510	-	554	0
gene:AT4G07524	4	4345348	4345975	-	628	0
gene:AT4G07526	4	4358652	4360161	-	1510	0
gene:AT4G07666	4	4456702	4458842	-	2141	0
gene:AT4G07670	4	4462911	4464347	+	1437	0
gene:AT4G07675	4	4466013	4467147	-	1135	0
gene:AT4G07740	4	4539638	4540682	+	1045	0
gene:AT4G07820	4	4636624	4637450	-	827	1
gene:AT4G07825	4	4643747	4645338	+	1592	190
gene:AT4G07835	4	4659714	4660348	+	635	0
gene:AT4G07868	4	4691762	4692653	+	892	0
gene:AT4G07932	4	4732198	4733424	+	1227	0
gene:AT4G07940	4	4792453	4794109	+	1657	3
gene:AT4G07950	4	4797841	4799795	+	1955	34
gene:AT4G07960	4	4802253	4805647	-	3395	2
gene:AT4G07965	4	4808635	4809352	+	718	0
gene:AT4G07990	4	4824624	4829167	-	4544	127
gene:AT4G07995	4	4842688	4843814	-	1127	1
gene:AT4G08025	4	4846798	4847379	+	582	0
gene:AT4G08028	4	4851530	4851882	+	353	0
gene:AT4G08039	4	4884848	4886035	-	1188	0
gene:AT4G08040	4	4886962	4889224	+	2263	2
gene:AT4G08097	4	5004096	5005932	+	1837	0
gene:AT4G08140	4	5135673	5136140	+	468	0
gene:AT4G08150	4	5147699	5151159	-	3461	381
gene:AT4G08160	4	5159033	5162867	-	3835	102
gene:AT4G08170	4	5163220	5167192	-	3973	159
gene:AT4G08180	4	5169459	5174107	+	4649	245
gene:AT4G08190	4	5174523	5175476	-	954	0
gene:AT4G08210	4	5183110	5185906	-	2797	11
gene:AT4G08230	4	5187785	5189794	-	2010	41
gene:AT4G08240	4	5194657	5196763	+	2107	72
gene:AT4G08250	4	5196787	5198238	+	1452	1
gene:AT4G08260	4	5200847	5202034	+	1188	0
gene:AT4G08263	4	5211604	5212137	-	534	0
gene:AT4G08267	4	5216854	5217697	+	844	0
gene:AT4G08270	4	5218105	5218404	+	300	0
gene:AT4G08280	4	5230245	5232196	+	1952	82
gene:AT4G08290	4	5238773	5241112	+	2340	19
gene:AT4G08300	4	5244865	5248394	+	3530	2
gene:AT4G08310	4	5248806	5252327	-	3522	356
gene:AT4G08320	4	5252640	5255200	+	2561	146
gene:AT4G08330	4	5255120	5256778	-	1659	36
gene:AT4G08350	4	5286158	5292270	+	6113	744
gene:AT4G08360	4	5295756	5297084	+	1329	0
gene:AT4G08370	4	5301962	5303314	-	1353	0
gene:AT4G08380	4	5311093	5312406	-	1314	0
gene:AT4G08390	4	5314871	5317963	+	3093	759
gene:AT4G08395	4	5319634	5320712	+	1079	0
gene:AT4G08400	4	5323606	5325374	-	1769	13
gene:AT4G08406	4	5331769	5331909	-	141	0
gene:AT4G08410	4	5338819	5341209	-	2391	25
gene:AT4G08430	4	5347396	5350436	-	3041	0
gene:AT4G08450	4	5365501	5371211	+	5711	0
gene:AT4G08455	4	5375714	5376922	+	1209	64
gene:AT4G08460	4	5377064	5380882	-	3819	308
gene:AT4G08470	4	5383688	5387260	-	3573	158
gene:AT4G08480	4	5387351	5391575	-	4225	174
gene:AT4G08485	4	5394425	5394782	-	358	0
gene:AT4G08500	4	5403671	5407320	-	3650	385
gene:AT4G08510	4	5410253	5413453	+	3201	94
gene:AT4G08520	4	5417209	5420639	+	3431	301
gene:AT4G08530	4	5421857	5422237	+	381	0
gene:AT4G08535	4	5424946	5427501	+	2556	27
gene:AT4G08540	4	5433621	5436524	+	2904	179
gene:AT4G08545	4	5436600	5439167	+	2568	1
gene:AT4G08550	4	5444345	5446891	+	2547	0
gene:AT4G08555	4	5448049	5448638	+	590	3
gene:AT4G08560	4	5450434	5453183	+	2750	0
gene:AT4G08570	4	5454580	5456100	-	1521	1
gene:AT4G08580	4	5461398	5463907	+	2510	159
gene:AT4G08590	4	5463794	5466747	-	2954	35
gene:AT4G08593	4	5469345	5470466	+	1122	0
gene:AT4G08620	4	5500313	5506313	+	6001	0
gene:AT4G08630	4	5506809	5512046	-	5238	0
gene:AT4G08640	4	5513313	5514174	+	862	0
gene:AT4G08670	4	5536545	5538310	-	1766	0
gene:AT4G08685	4	5550404	5551370	+	967	191
gene:AT4G08690	4	5551315	5553216	-	1902	168
gene:AT4G08691	4	5555316	5556616	-	1301	0
gene:AT4G08700	4	5565773	5567458	-	1686	43
gene:AT4G08730	4	5577390	5578779	-	1390	0
gene:AT4G08740	4	5579034	5579745	+	712	0
gene:AT4G08760	4	5584739	5591133	-	6395	0
gene:AT4G08770	4	5598037	5600398	-	2362	1000
gene:AT4G08780	4	5604105	5608290	+	4186	73
gene:AT4G08790	4	5608148	5611215	-	3068	88
gene:AT4G08800	4	5614134	5615919	+	1786	0
gene:AT4G08810	4	5615921	5618066	-	2146	191
gene:AT4G08840	4	5631298	5633779	+	2482	0
gene:AT4G08850	4	5636479	5640952	-	4474	1458
gene:AT4G08870	4	5646395	5648868	-	2474	14
gene:AT4G08869	4	5657228	5659574	-	2347	0
gene:AT4G08867	4	5659793	5660903	+	1111	1
gene:AT4G08868	4	5668435	5669270	+	836	0
gene:AT4G08874	4	5673259	5673809	-	551	0
gene:AT4G08875	4	5673746	5674220	-	475	0
gene:AT4G08876	4	5677395	5677728	+	334	0
gene:AT4G08878	4	5683180	5684022	+	843	0
gene:AT4G08895	4	5697896	5698615	+	720	0
gene:AT4G08900	4	5703311	5705439	+	2129	96
gene:AT4G08910	4	5712328	5713515	+	1188	2
gene:AT4G08920	4	5723651	5727268	+	3618	480
gene:AT4G08930	4	5729169	5730850	+	1682	42
gene:AT4G08940	4	5730797	5732195	-	1399	39
gene:AT4G08950	4	5740219	5741591	+	1373	840
gene:AT4G08960	4	5746271	5748509	+	2239	203
gene:AT4G08980	4	5758014	5760569	+	2556	574
gene:AT4G08990	4	5764781	5770496	+	5716	1
gene:AT4G09000	4	5775210	5777481	+	2272	1609
gene:AT4G09010	4	5777397	5779572	-	2176	252
gene:AT4G09012	4	5780311	5783464	-	3154	7
gene:AT4G09020	4	5783909	5789100	+	5192	250
gene:AT4G09030	4	5792137	5792966	+	830	1949
gene:AT4G09035	4	5792289	5792625	-	337	1927
gene:AT4G09040	4	5794529	5797420	-	2892	174
gene:AT4G09060	4	5797613	5800383	-	2771	27
gene:AT4G09070	4	5802308	5803392	+	1085	1
gene:AT4G09080	4	5803788	5806422	+	2635	8
gene:AT4G09090	4	5807220	5807741	-	522	0
gene:AT4G09100	4	5811115	5811846	+	732	0
gene:AT4G09110	4	5812335	5813642	+	1308	0
gene:AT4G09120	4	5813998	5815119	+	1122	0
gene:AT4G09130	4	5815775	5816922	+	1148	9
gene:AT4G09140	4	5816942	5821066	-	4125	131
gene:AT4G09150	4	5828505	5833725	+	5221	636
gene:AT4G09153	4	5835020	5835413	+	394	0
gene:AT4G09160	4	5839599	5842456	+	2858	30
gene:AT4G09170	4	5842945	5843783	-	839	1
gene:AT4G09180	4	5847312	5849763	+	2452	106
gene:AT4G09190	4	5855176	5856327	+	1152	0
gene:AT4G09200	4	5859244	5861880	+	2637	0
gene:AT4G09210	4	5870289	5871160	+	872	0
gene:AT4G09250	4	5876578	5878978	+	2401	0
gene:AT4G09260	4	5887592	5888463	+	872	0
gene:AT4G09300	4	5898761	5901022	+	2262	3
gene:AT4G09310	4	5902813	5905449	+	2637	0
gene:AT4G09320	4	5923484	5924366	+	883	1375
gene:AT4G09340	4	5924602	5927738	-	3137	143
gene:AT4G09350	4	5931110	5932475	-	1366	4
gene:AT4G09355	4	5937725	5937751	-	27	0
gene:AT4G09360	4	5940186	5943280	+	3095	1
gene:AT4G09420	4	5961979	5964054	-	2076	37
gene:AT4G09430	4	5970908	5973113	+	2206	1
gene:AT4G09435	4	5973083	5974684	+	1602	12
gene:AT4G09440	4	5982215	5982748	-	534	0
gene:AT4G09450	4	5983277	5984531	+	1255	0
gene:AT4G09460	4	5992908	5994258	+	1351	74
gene:AT4G09462	4	5996803	5997270	+	468	0
gene:AT4G09464	4	5999071	5999608	+	538	0
gene:AT4G09465	4	6001351	6001815	+	465	0
gene:AT4G09466	4	6003632	6004167	+	536	0
gene:AT4G09467	4	6005905	6006442	+	538	0
gene:AT4G09490	4	6015562	6016575	-	1014	17
gene:AT4G09500	4	6018021	6019759	+	1739	4
gene:AT4G09510	4	6021160	6024042	-	2883	139
gene:AT4G09520	4	6024804	6027123	-	2320	133
gene:AT4G09530	4	6029238	6029817	-	580	0
gene:AT4G09545	4	6037565	6037937	+	373	0
gene:AT4G09550	4	6039055	6040226	+	1172	64
gene:AT4G09560	4	6040944	6043849	-	2906	55
gene:AT4G09570	4	6049441	6052380	+	2940	225
gene:AT4G09580	4	6052352	6054454	-	2103	70
gene:AT4G09585	4	6061648	6062128	+	481	0
gene:AT4G09589	4	6065666	6066323	-	658	0
gene:AT4G09590	4	6066128	6066763	+	636	0
gene:AT4G09600	4	6072804	6073646	-	843	0
gene:AT4G09610	4	6074770	6075645	-	876	0
gene:AT4G09620	4	6076805	6079151	-	2347	93
gene:AT4G09630	4	6083585	6088134	+	4550	202
gene:AT4G09640	4	6087768	6090995	-	3228	128
gene:AT4G09647	4	6096551	6097988	-	1438	0
gene:AT4G09649	4	6100561	6100698	-	138	0
gene:AT4G09650	4	6100714	6101864	+	1151	361
gene:AT4G09660	4	6104446	6106607	+	2162	0
gene:AT4G09670	4	6107112	6109176	-	2065	308
gene:AT4G09680	4	6116699	6123304	+	6606	258
gene:AT4G09690	4	6124897	6126120	+	1224	0
gene:AT4G09720	4	6132837	6135701	+	2865	113
gene:AT4G09730	4	6136244	6139711	+	3468	282
gene:AT4G09731	4	6139717	6139851	+	135	0
gene:AT4G09740	4	6142706	6145003	-	2298	0
gene:AT4G09750	4	6146623	6148814	+	2192	54
gene:AT4G09760	4	6148758	6151399	-	2642	338
gene:AT4G09770	4	6154259	6155953	-	1695	2
gene:AT4G09775	4	6156629	6157054	+	426	0
gene:AT4G09780	4	6159538	6161378	-	1841	0
gene:AT4G09784	4	6162253	6162613	+	361	0
gene:AT4G09795	4	6169600	6170015	+	416	0
gene:AT4G09800	4	6173712	6175200	+	1489	1071
gene:AT4G09810	4	6175176	6177351	-	2176	43
gene:AT4G09820	4	6181881	6186523	+	4643	1
gene:AT4G09830	4	6188755	6190853	+	2099	287
gene:AT4G09840	4	6190788	6191786	-	999	4
gene:AT4G09850	4	6192361	6193182	+	822	0
gene:AT4G09860	4	6194709	6195301	-	593	0
gene:AT4G09870	4	6200089	6201215	+	1127	0
gene:AT4G09880	4	6214624	6215338	+	715	3
gene:AT4G09890	4	6218319	6218989	+	671	34
gene:AT4G09900	4	6221628	6224221	-	2594	9
gene:AT4G09920	4	6224344	6226116	+	1773	12
gene:AT4G09930	4	6228556	6230079	+	1524	0
gene:AT4G09940	4	6230822	6233516	+	2695	0
gene:AT4G09950	4	6234671	6236560	+	1890	141
gene:AT4G09960	4	6236375	6241281	-	4907	6
gene:AT4G09965	4	6244740	6245686	-	947	3
gene:AT4G09970	4	6245916	6247792	+	1877	19
gene:AT4G09980	4	6247735	6252314	-	4580	290
gene:AT4G09984	4	6254210	6255550	-	1341	0
gene:AT4G09990	4	6258880	6260259	-	1380	21
gene:AT4G10000	4	6260302	6263181	-	2880	25
gene:AT4G10010	4	6263509	6266938	-	3430	0
gene:AT4G10020	4	6268273	6270434	+	2162	22
gene:AT4G10030	4	6270241	6273442	-	3202	143
gene:AT4G10040	4	6276948	6278622	+	1675	109
gene:AT4G10050	4	6284308	6287293	-	2986	170
gene:AT4G10060	4	6288821	6295402	+	6582	113
gene:AT4G10070	4	6295393	6299867	-	4475	354
gene:AT4G10080	4	6300019	6302744	-	2726	227
gene:AT4G10090	4	6305320	6307552	+	2233	52
gene:AT4G10100	4	6308683	6309546	+	864	78
gene:AT4G10110	4	6309393	6310910	-	1518	92
gene:AT4G10115	4	6311969	6312588	-	620	0
gene:AT4G10120	4	6313914	6320094	+	6181	84
gene:AT4G10130	4	6319928	6321688	-	1761	23
gene:AT4G10140	4	6322313	6324694	+	2382	133
gene:AT4G10150	4	6327917	6329751	+	1835	0
gene:AT4G10160	4	6335919	6337478	+	1560	1
gene:AT4G10170	4	6344301	6345610	+	1310	26
gene:AT4G10180	4	6346411	6349314	+	2904	261
gene:AT4G10190	4	6350928	6352031	+	1104	0
gene:AT4G10200	4	6352957	6355609	+	2653	2
gene:AT4G10210	4	6357052	6360377	+	3326	0
gene:AT4G10220	4	6362189	6365079	+	2891	0
gene:AT4G10230	4	6366261	6367185	+	925	0
gene:AT4G10240	4	6368829	6369950	-	1122	0
gene:AT4G10250	4	6370338	6371372	+	1035	1
gene:AT4G10260	4	6371377	6372789	-	1413	0
gene:AT4G10265	4	6373008	6373667	-	660	108
gene:AT4G10270	4	6374734	6375210	+	477	590
gene:AT4G10280	4	6375125	6376142	-	1018	64
gene:AT4G10290	4	6379701	6381829	-	2129	0
gene:AT4G10300	4	6384451	6386239	+	1789	100
gene:AT4G10305	4	6390669	6391116	-	448	0
gene:AT4G10310	4	6391854	6395922	+	4069	0
gene:AT4G10320	4	6397271	6404672	-	7402	1169
gene:AT4G10330	4	6406495	6407959	+	1465	35
gene:AT4G10340	4	6408007	6409849	+	1843	1768
gene:AT4G10350	4	6415120	6416961	-	1842	0
gene:AT4G10360	4	6420284	6422460	+	2177	67
gene:AT4G10370	4	6423353	6425678	-	2326	4
gene:AT4G10380	4	6431161	6435396	-	4236	213
gene:AT4G10390	4	6441596	6443554	-	1959	56
gene:AT4G10400	4	6446088	6448136	-	2049	39
gene:AT4G10410	4	6448983	6449998	-	1016	0
gene:AT4G10420	4	6452811	6454209	-	1399	26
gene:AT4G10430	4	6454703	6458146	-	3444	136
gene:AT4G10440	4	6459539	6462092	-	2554	0
gene:AT4G10450	4	6462918	6464558	-	1641	146
gene:AT4G10457	4	6466900	6467270	-	371	0
gene:AT4G10465	4	6473547	6475434	+	1888	0
gene:AT4G10470	4	6475984	6477883	+	1900	43
gene:AT4G10480	4	6477876	6479171	-	1296	771
gene:AT4G10490	4	6483867	6485360	+	1494	0
gene:AT4G10500	4	6491017	6492578	+	1562	169
gene:AT4G10510	4	6495799	6499205	+	3407	0
gene:AT4G10520	4	6499794	6502933	+	3140	0
gene:AT4G10530	4	6508600	6511670	+	3071	0
gene:AT4G10540	4	6512515	6515743	-	3229	0
gene:AT4G10550	4	6516424	6520322	-	3899	54
gene:AT4G10560	4	6520771	6523014	-	2244	2
gene:AT4G10570	4	6523225	6528330	-	5106	159
gene:AT4G10590	4	6538406	6544915	-	6510	229
gene:AT4G10595	4	6545340	6546616	+	1277	0
gene:AT4G10600	4	6547235	6548878	-	1644	3
gene:AT4G10603	4	6550922	6551975	+	1054	0
gene:AT4G10610	4	6556982	6559602	+	2621	442
gene:AT4G10613	4	6560363	6561726	+	1364	0
gene:AT4G10620	4	6564183	6566504	+	2322	80
gene:AT4G10630	4	6566625	6567740	-	1116	44
gene:AT4G10640	4	6571894	6574586	+	2693	4
gene:AT4G10650	4	6573792	6576250	-	2459	19
gene:AT4G10660	4	6582535	6583488	+	954	0
gene:AT4G10670	4	6584727	6586262	+	1536	0
gene:AT4G10680	4	6587521	6588069	+	549	0
gene:AT4G10695	4	6593774	6594981	-	1208	2
gene:AT4G10700	4	6597863	6598658	-	796	0
gene:AT4G10710	4	6601903	6606357	-	4455	782
gene:AT4G10720	4	6607797	6609559	+	1763	9
gene:AT4G10730	4	6609418	6614887	-	5470	328
gene:AT4G10740	4	6617143	6618426	-	1284	0
gene:AT4G10750	4	6618676	6619939	+	1264	229
gene:AT4G10760	4	6619817	6623381	-	3565	187
gene:AT4G10767	4	6627020	6627522	+	503	0
gene:AT4G10770	4	6628398	6632676	-	4279	222
gene:AT4G10780	4	6634460	6637457	-	2998	1
gene:AT4G10790	4	6640546	6643149	-	2604	359
gene:AT4G10800	4	6643189	6645530	+	2342	20
